suite,benchmark_name,answer_generator,result,answer,validation_error,temp_test_file,latency
configure_adk_features_mc,"When using `InMemorySessionService`, how is sessio...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,1.8147671222686768
configure_adk_features_mc,Which `LlmAgent` parameter (type `BaseCodeExecutor...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,1.8301429748535156
configure_adk_features_mc,What is the primary use case for `TimeLimitPlugin`...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,1.8704040050506592
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.020564079284668
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.0249416828155518
configure_adk_features_mc,Which `LlmAgent` parameter (type `list`) is used f...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.0811948776245117
configure_adk_features_mc,What is `InMemoryRunner` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.0672619342803955
configure_adk_features_mc,What does `ResumabilityConfig.is_resumable=True` e...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.052888870239258
configure_adk_features_mc,What is the primary purpose of `InvocationContext`...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.0739309787750244
configure_adk_features_mc,What is the primary use case for `LoggingPlugin`?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.109232187271118
configure_adk_features_mc,Which URI format is used to connect to Spanner for...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.1111419200897217
configure_adk_features_mc,Which Google GenAI type represents the fundamental...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.1387767791748047
configure_adk_features_mc,What is the purpose of `GlobalInstructionPlugin`?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.2031400203704834
configure_adk_features_mc,You are using a `LoopAgent` and want to prevent it...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.21516489982605
configure_adk_features_mc,What is the primary use case for `ReflectAndRetryT...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.222254753112793
configure_adk_features_mc,What is `Runner` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.2564239501953125
configure_adk_features_mc,Which `LlmAgent` parameter (type `Content`) is use...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.261625289916992
configure_adk_features_mc,What is the correct signature for a `before_tool_c...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.299798011779785
configure_adk_features_mc,"When implementing a `BaseToolset`, what is the `cl...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.2809290885925293
configure_adk_features_mc,What is `EventsCompactionConfig.overlap_size` used...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.30485200881958
configure_adk_features_mc,What does `RunConfig.max_llm_calls` control?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.358881950378418
configure_adk_features_mc,Which component is responsible for truncating conv...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.341968297958374
configure_adk_features_mc,What is the primary use case for `GlobalInstructio...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.3575637340545654
configure_adk_features_mc,What is the primary use case for `CostTrackingPlug...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.338812828063965
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.412548780441284
configure_adk_features_mc,What does `RunConfig.speech_config` control?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.3947699069976807
configure_adk_features_mc,What does `RunConfig.enable_affective_dialog` cont...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.380764961242676
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.3812878131866455
configure_adk_features_mc,What is `EventsCompactionConfig.summarizer` used f...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.3898167610168457
configure_adk_features_mc,What does `RunConfig.response_modalities` control?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.422118902206421
configure_adk_features_mc,How do you correctly construct a user message cont...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.4141178131103516
configure_adk_features_mc,What is the primary use case for `SaveFilesAsArtif...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.4700019359588623
configure_adk_features_mc,How do you enable `VertexAISearchTool` via configu...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.5338518619537354
configure_adk_features_mc,What does `RunConfig.streaming_mode` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.5173208713531494
configure_adk_features_mc,How do you configure an app to support pausing and...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.5505847930908203
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.5352368354797363
predict_runtime_behavior_mc,"Does this code satisfy the spec: ""Ensure the agent...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.5890891551971436
configure_adk_features_mc,What does `RunConfig.streaming_mode` control?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.6955509185791016
configure_adk_features_mc,What is `EventsCompactionConfig.compaction_interva...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.695450782775879
configure_adk_features_mc,When deploying to Cloud Run using `adk deploy clou...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: When deploying to Cloud Run using `adk deploy cloud_run`, which flag allows you to specify a custom service name?",,2.6853880882263184
configure_adk_features_mc,What is the `model_client` property on an `LlmAgen...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.7622151374816895
configure_adk_features_mc,What is `EventsCompactionConfig.overlap_size` used...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'B', but got 'E'.
Question: What is `EventsCompactionConfig.overlap_size` used for?",,2.7529690265655518
configure_adk_features_mc,You are initializing an `App`. Which parameter is ...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'E', but got 'C'.
Question: You are initializing an `App`. Which parameter is mutually exclusive with providing `app_name` and `root_agent` directly to the `Runner`?",,2.7435531616210938
configure_adk_features_mc,How does `ContextFilterPlugin` generally operate?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.765880823135376
configure_adk_features_mc,Which class allows you to define a tool from an Op...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.758700132369995
configure_adk_features_mc,What is the primary use case for `ContextFilterPlu...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,2.789315938949585
predict_runtime_behavior_mc,Predict the error (if any) when running the follow...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: Predict the error (if any) when running the following code:",,2.803032159805298
configure_adk_features_mc,Which plugin would you use to log all agent intera...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,2.895082950592041
configure_adk_features_mc,You are implementing a custom tool. Which method m...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'D', but got 'B'.
Question: You are implementing a custom tool. Which method must you implement from `BaseTool`?",,2.898237943649292
configure_adk_features_mc,Which is the correct import statement for the `Run...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,2.9181690216064453
predict_runtime_behavior_mc,Predict the error:...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: Predict the error:",,2.8772411346435547
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.938192129135132
configure_adk_features_mc,You want to automatically save any file blobs (ima...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'E', but got 'A'.
Question: You want to automatically save any file blobs (images, audio) sent by the user as artifacts in the artifact service. Which plugin should you use?",,2.9750852584838867
configure_adk_features_mc,What is the primary use case for `SafetyFilterPlug...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,2.9890151023864746
configure_adk_features_mc,What is the primary use case for `LoggingPlugin`?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.0264499187469482
configure_adk_features_mc,What is the primary use case for `CostTrackingPlug...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.004154920578003
configure_adk_features_mc,"When using `InMemorySessionService`, how is sessio...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.0411882400512695
configure_adk_features_mc,When using `LlmAgent` with a model that supports n...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'A', but got 'D'.
Question: When using `LlmAgent` with a model that supports native audio output, how do you configure the response modality?",,3.0489351749420166
configure_adk_features_mc,What does `ContextCacheConfig.token_count_threshol...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.0480520725250244
configure_adk_features_mc,Which `LlmAgent` parameter (type `list`) is used f...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.1272881031036377
configure_adk_features_mc,Which `LlmAgent` parameter (type `BaseModel`) is u...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.1582891941070557
configure_adk_features_mc,How do you configure an `App` to automatically com...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.152052402496338
configure_adk_features_mc,You want to automatically summarize old events to ...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.1953468322753906
configure_adk_features_mc,What is the primary use case for `SafetyFilterPlug...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.1793549060821533
configure_adk_features_mc,What is the purpose of the `state_delta` parameter...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.2061960697174072
configure_adk_features_mc,How do you enable `CodeExecutionTool` via configur...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.307605028152466
configure_adk_features_mc,Which configuration object is used to enable 'affe...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: Which configuration object is used to enable 'affective dialog' (emotion detection and adaptation) in a live run?",,3.313915967941284
configure_adk_features_mc,Which class allows you to run an agent loop specif...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'A', but got 'E'.
Question: Which class allows you to run an agent loop specifically for debugging in a REPL or notebook environment without setting up a full runner loop manually?",,3.371192216873169
configure_adk_features_mc,What does `RunConfig.save_live_blob` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.335570812225342
configure_adk_features_mc,You want to use a `ParallelAgent` to run three sub...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.404033899307251
configure_adk_features_mc,"If a tool execution fails, and you want to handle ...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.463070869445801
configure_adk_features_mc,Which is the correct import statement for the `Run...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'A', but got 'E'.
Question: Which is the correct import statement for the `Runner` class?",,3.4814300537109375
configure_adk_features_mc,"In a `BasePlugin`, what is the correct signature f...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.4332590103149414
configure_adk_features_mc,What does `ContextCacheConfig.ttl` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.4652950763702393
predict_runtime_behavior_mc,"Spec: ""Use a tool that requires a `session_id` par...",GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: Spec: ""Use a tool that requires a `session_id` parameter."" How does ADK handle `session_id` injection?",,3.487590789794922
configure_adk_features_mc,You are using a `LoopAgent` and want to prevent it...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.5561022758483887
configure_adk_features_mc,You need to retry a tool execution automatically i...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',,,3.592656135559082
configure_adk_features_mc,What is the purpose of the `state_delta` parameter...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.5882248878479004
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: Predict the standard output of the following Python code:",,3.647671937942505
configure_adk_features_mc,What is `App` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.61382794380188
configure_adk_features_mc,Which `LlmAgent` parameter (type `BaseCodeExecutor...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,3.611264944076538
configure_adk_features_mc,What is the purpose of `GlobalInstructionPlugin`?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.6514081954956055
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,3.664825201034546
configure_adk_features_mc,Which class allows you to run an agent loop specif...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,3.72088623046875
configure_adk_features_mc,To enforce a structured JSON output from an `LlmAg...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'D', but got 'E'.
Question: To enforce a structured JSON output from an `LlmAgent`, which parameter should be set?",,3.719774007797241
configure_adk_features_mc,You want to create a custom artifact service. Whic...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.7509942054748535
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'D', but got 'B'.
Question: Predict the standard output of the following Python code:",,3.8054580688476562
configure_adk_features_mc,"In the context of ADK evaluation, what does the `I...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.813800811767578
configure_adk_features_mc,You want to pass an image to an `LlmAgent` as part...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,3.935317039489746
configure_adk_features_mc,How do you enable `GoogleSearchTool` via configura...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,3.902453899383545
configure_adk_features_mc,What is the primary use case for `ReflectAndRetryT...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,3.943988084793091
predict_runtime_behavior_mc,Predict the print output order for the following c...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,3.912510395050049
configure_adk_features_mc,"When calling `runner.run_async()`, which parameter...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: When calling `runner.run_async()`, which parameter is used to pass the user's input message?",,3.959376096725464
configure_adk_features_mc,You need to inspect an `Event` object. Which impor...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'E', but got 'A'.
Question: You need to inspect an `Event` object. Which import allows you to reference the `Event` class for type hinting?",,3.961153030395508
configure_adk_features_mc,What is the primary use case for `TimeLimitPlugin`...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,3.966498851776123
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.042324066162109
configure_adk_features_mc,How do you configure an app to support pausing and...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'A', but got 'E'.
Question: How do you configure an app to support pausing and resuming execution?",,4.12054181098938
configure_adk_features_mc,You want to configure an `LlmAgent` with a specifi...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.084227800369263
